,asin,summary
5142,B015YF232I,"Both excellent Two great dystopian reads here Broken worlds A good read ... So Close to Perfect Great read. Some promising ideas, but overall very disappointing. waste of time Awful Four Stars Great bargain on two quality stories"
5143,B015YKGFJ0,"An excellent read. Truly a guys book. The kind of book man or boy will get much happiness reading. I believe, from what I've rea disappointing ..."
5144,B015YWF1I4,Fun read! Adventure and Fun How do I say this
5145,B01606ZYYY,This was a very nice book to read
5146,B0160BGHYK,"Enjoy. Funny, Guy wrenching, suspenseful. Awesome!"
5147,B0160DN480,Five Stars Not even close to a 'book' Great start
5148,B0160IPQ8G,Satisfying Five Stars Four Stars
5149,B0161GBWQC,"If you can put up with the word ""shouting"" on every page and forget that this was supposed to be edited you migh enjoy it. Five Stars Five Stars Four Stars Story continues to entertain. highly recommend This series gives me what I want (A calgon take me away stories. .) ""ACTION FILLED"" Good read - annoying grammatical errors Joy The Story Continues Wild Hunter #4 solid addition Kile and friends return Good story Great series but UNGODLY amount of editing needed!! Love the series Great"
5150,B0161M5U9G,"Best yet from DW Jackson. Short book of mental death ... these stories very short but the overall story is great. Buy 1-5 all together save a little money A bit of a downer Please Jackson I hope you have the sequel on it's way soon cause that was a cruel way to end this book lol Do not buy Loved it I can't wait for the next one!! Short, very... Is English your 2nd language? Five Stars"
5151,B0161NRA98,"Interesting premise, good writing, too abbreviated very interesting Citadel Liquid Compassion Fun! I love this series! Five Stars"
5152,B0161OHEPM,A peculiar addiction Nothing yet happent so i Just have to read book 2 The poor review is mostly due to length need endings!!!
5153,B0161QL1RM,Wonderful! Good
5154,B0161UTE3Q,Yet another 'Blast from the Past' Outstanding storytelling ... Science Fiction Magazines of the 50s - Just plain fun. Don't look for depth of narrative great collection Not one easily read. The first story every other page is the same.
5155,B0161VP0DI,SF88 Five Stars More twists in the Star Force tale.
5156,B0161WG7WA,Four Stars A Delightful Short Story A Chance Encounter is a short story about Ethan meeting Alara. Five Stars Four Stars Great action - well drawn characters - an entertaining short
5157,B0161Y8EJW,"Lots of promise. MMORPG in space A excellent Space LitRPG book Decent Space Sim LitRPG Not bad, will read the next Read this book a while back and find myself constantly ..."
5158,B0161ZVY6G,"The sentient casserole is a standout character Macaroni and Squees! Great Read! Great Characters! Ninja cheese macaroni! Character-driven, light on plot Read it. I can't wait to read the next book. Which lucky me I have. Dermont do with Mac and Cheese Vampires, Werewolves, & Dragons - Oh My!"
5159,B0163CIG9U,A Fun and Enjoyable Alternative History Series. Another great addition to the Timeline series! Great Book Three Stars Another great book
5160,B0163IOC24,Excellent series! Great Alternate History/Steampunk Series Book 2 not as much but still way too much of that crap but a lot of telling the story over in ... Four Stars Couldn't read just one Four Stars Five Stars Artifact Hunters I so enjoyed this whole series! I enjoyed reading this book because it had history The wonderful world of steampunk! Four Stars Starts out great then loses steam Fun and original series
5161,B0163KOS8A,Not disappointed in Book 3 -- they keep getting better! Great series!
5162,B0163LU8HO,"Explosives and dragons... What's not to love? Under Very good read. Five Stars Fun Read Now this one was just plain fun!! Excellent Oh Goody!  An Added Bonus Adventure! Enjoyable Great fun! Interesting in between Get the series - read each one! Excellent reading. So you were wondering about the king and the enemy. Five Stars Great read Character expansion Good fantasy Steampunk meets magic It makes you want to have a full afternoon off....so you can totally read!! It shouldn't be this complacated... Five Stars Don't skip this one! Five Stars Five Stars Enjoyable Lightweight, but entertaining series Excellent background illumination story, enjoyed this tale. Buroker at her best! Four Stars I always enjoy Lindsay Buroker's fantasies Five Stars Five Stars everything  the author writes is a must buy for me I can't stop reading. Another great book in the series Good Five Stars Sexual tension and suspense Constant fun for the Lindsay Burokor initiates Demolition girl seduced by horny, sheltered king Five Stars Fun read Five Stars Great series Another excellent adventure! Dragons, magic and explosives - Oh My Exactly what it says it is: Book 5.5 in a 7-book series (6 will be out soon). Reliable entertainment! Under the Ice Blades Five Stars Great story and great read! Reliable entertainment I love this series.... Loved it great book series"
5163,B0164DVSQQ,Boring
5164,B0164PGADK,An emotional roller coaster ride Layered and complex prose A lot of character in a small package ~~The Terrible Triplets~~
5165,B0164PXI8A,fun book / series need more!!!
5166,B0164QTWDE,"Is That A Quadra in Your Pocket or Are You Just Happy to See Me? First Person Immersion People like Davis were why the human race ended up where ... Dangerous Liaisons? Amazing! A Follow Up That Doesn't Disappoint Wow! What can I say... Keep gooing! When is the next story coming out!!!!!!!! true gems Five Stars A book, Eamon, a book! Nailed it, great continuation of the story! Brilliant and Thrilling"
5167,B0164SD404,"Bring em on ! Love the story would make a fantastic series. The Phantom Fleet OK short story Three Stars A SyFy Novel of A Space War Between Earth and Mars Fun short read, nothing more A decent book with promise of more coming Five Stars Good A great short story. Let's start out with good"
5168,B0164Z0YA0,"Great sci-fi readjng Good military sci-fi adventure, but largely Ignores the problems of communications between different cultures/languages Loved the Characters & Action The Pike Chronicals 1-3... One Opinion Sci-fine Five Stars Good read, excellent action & good character inter-reaction This was decently written drivel and completely waste of time"
5169,B0165MOJ6M,Wow Wow! Smart Sci-Fi Wonderful story!
5170,B0165WGPRI,good book Great series Five Stars Strange and Possibly Evil Never a dull moment Great book up until the epilogue I like Tobias Roote's books Four Stars Five Stars Great Series! Enjoyable read The Nubl Wars
5171,B01662UT0G,"Darkness, Unending"
5172,B01668ZTLY,Elementalist's
5173,B0166EJAD6,"Nice quick read Five Stars Damn good! Not bad but needs better English Take it for a spin, I think you'll find it's the cat's pajamas! Good Five Stars"
5174,B01672SZ3S,Another winner! Awesome Very meh This story line had the potential to a great series. If only there had been more story ... I love Jessica's books i didn't hate it but found myself skimming thru it This was a great story. It was really enjoyable and even though ... Cute AWESOME Enjoyed this series very much
5175,B01674B1MS,Think The Hunger Games meets The Running Man in Jurassic World! Great adventure The game is semi-fixed but who wins?
5176,B0167SIZXW,Awsome Enjoyed the story Five Stars insights learned and disappointment. What's to happen when what you have been ... Five Stars
5177,B0168XG7MW,great storyline The Eva Series Three Stars
5178,B0169CMPWI,A quick and awesome read An intense emotional meltdown
5179,B016ATZMIO,Good read I had a very good time reading this story Pretty amazing sci fi adventure
5180,B016AX0TR4,Chilling! The furure of profit margins Way too short Three Stars (262 Kindle Locations)
5181,B016BHJ9NO,"Solid- if you read theother 3, you have to read this one....really. Can't put it down Special but not Super"
5182,B016CIOWT8,"Another hit Wonderfully out of the ordinary! Is this the final round? Great I <3 Connie Suttle's books THE BEST!!! Five Stars Loved loved loved! Wonderful SpellBreaker OMG Another fantastic story from Ms Best ever You might get lost but you will still enjoy the story Four Stars Wow, amazing ending"
5183,B016CKOQ7E,"Cliffhanger! Still Going Strong Omg love love Best series ever One to really get into!! Terrific Adduction ... Five Stars Great series, I really like the characters Patton has ... V Plague: Anvil... Give me more! ...without a doubt, the best series in this genre. The best! Three Stars Can't say enough good things about this series Great Series Anvil: V Plague Book 10 Five Stars Read all in the series. Wow The Best Book Has Been Anvil They keep getting better Anvil This series is great, I love the characters and the way some ... Another Winner Best Yet awesome! Review Awesome With Katie, Rachael, Martinez and Irina captured by the Russians, John moves in to rescue Fantastic Read! He takes a licking but keeps on ticking. Book 10 and still going strong. AWESOME!!! Russia Anvil: Another HIT WOW Just one kick ass read. Kudo's to the author big time. WHAT A GREAT BOOK!!! V Plague Wow. Did it again."
5184,B016COTBRU,This short has me even more excited for the next Mayake book! The great thing about The Gaijin Girl is you can read ... A little gem A Gaijin girl comes to understand her circumstances A Must Read Claustrophobic?
5185,B016DAQSWY,Muse Excellent Read Good It is okay A good story with unlikeable protagonist Great read I felt sorry for the dragon ......
5186,B016DVCGVK,Morin is Pure Genius - Fills the hole that FIrefly left - Only Better! Five Stars Totally awesome read! Bought the first mission pack on a whim and loved it enough to buy the second Exciting and entertaining fighter pilot guides mixed crew in the joys  of low income trading. Black Ocean fun Its just a review so what Magic and mayhem in the black ocean Enjoyable book Very good read; much like the TV series of Serenity ... Enjoyable read If Serenity had a wizard.... Enjoyable Read Two Stars A fun read Five Stars
